Date,CHD,CL,KMB,KVUE,PG,SPY
2023-04-25,89.26427459716797,72.83263397216797,128.80679321289062,,145.77108764648438,390.7732238769531
2023-04-26,88.80095672607422,71.87655639648438,127.86300659179688,,144.08399963378906,389.1180114746094
2023-04-27,93.91665649414062,73.04823303222656,130.32928466796875,,145.84564208984375,396.8645324707031
2023-04-28,93.742919921875,74.80108642578125,129.002685546875,,145.76177978515625,400.25189208984375
2023-05-01,93.29891967773438,75.63533020019531,129.85739135742188,,145.93887329101562,399.8478088378906
2023-05-02,93.64639282226562,75.78531646728516,129.8841094970703,,145.808349609375,395.3537902832031
2023-05-03,94.04214477539062,76.16963195800781,129.61703491210938,,145.6219482421875,392.64007568359375
2023-05-04,94.26414489746094,75.72908782958984,128.57530212402344,24.096221923828125,144.95083618164062,389.8590393066406
2023-05-05,94.13865661621094,75.5416030883789,129.2608642578125,23.737918853759766,145.43553161621094,397.0763244628906
2023-05-08,93.25065612792969,75.69158935546875,128.86912536621094,23.74687385559082,144.75509643554688,397.1821594238281
2023-05-09,92.60396575927734,75.58846282958984,128.13902282714844,23.54084587097168,143.2730712890625,395.44036865234375
2023-05-10,92.86456298828125,76.01966094970703,127.68498229980469,23.51397705078125,143.57131958007812,397.28802490234375
2023-05-11,93.02864837646484,76.51644897460938,127.92536926269531,23.29003143310547,143.90689086914062,396.59515380859375
2023-05-12,93.75753021240234,76.84452819824219,128.78897094726562,23.737918853759766,145.37026977539062,396.0754699707031
2023-05-15,93.0412368774414,76.00091552734375,128.0767059326172,24.633686065673828,145.41688537597656,397.44195556640625
2023-05-16,92.60565185546875,75.7103271484375,128.7978973388672,24.212677001953125,145.16522216796875,394.7860412597656
2023-05-17,91.75383758544922,75.46662902832031,128.96705627441406,24.382869720458984,144.55003356933594,399.5783386230469
2023-05-18,91.51183319091797,74.69798278808594,128.0321807861328,24.221635818481445,142.17318725585938,403.42755126953125
2023-05-19,91.98615264892578,74.9229507446289,129.1273193359375,24.391826629638672,142.76971435546875,402.8404846191406
2023-05-22,91.75383758544922,73.4981689453125,125.27210235595703,23.352737426757812,139.03199768066406,403.0041198730469
2023-05-23,90.91168975830078,72.2139892578125,123.37567138671875,23.29003143310547,137.5313262939453,398.4812927246094
2023-05-24,90.67938995361328,71.6890640258789,122.55653381347656,23.693130493164062,136.3941650390625,395.5943298339844
2023-05-25,90.49547576904297,71.47348022460938,122.01344299316406,23.585636138916016,135.5180206298828,399.0201721191406
2023-05-26,90.96011352539062,71.43598937988281,121.35457611083984,23.558761596679688,135.52734375,404.187744140625
2023-05-30,88.78217315673828,70.25489807128906,118.92391967773438,23.04817008972168,133.45803833007812,404.3416748046875
2023-05-31,89.48877716064453,69.7206039428711,119.5560531616211,22.47488021850586,132.82421875,402.0995788574219
2023-06-01,89.7791748046875,70.20803833007812,119.24443054199219,22.64507484436035,134.18508911132812,405.9198913574219
2023-06-02,90.80522918701172,71.2860107421875,121.16761779785156,22.886934280395508,136.57127380371094,411.7900085449219
2023-06-05,91.6183090209961,71.47348022460938,121.63948822021484,22.528627395629883,136.03065490722656,411.0008850097656
2023-06-06,89.92436981201172,70.83606719970703,120.7491226196289,22.54654312133789,134.67910766601562,411.8957824707031
2023-06-07,89.546875,70.48925018310547,120.19710540771484,22.46592140197754,134.9680633544922,410.4716491699219
2023-06-08,90.84393310546875,70.98605346679688,121.00550079345703,22.492795944213867,136.49667358398438,412.954345703125
2023-06-09,91.08594512939453,71.08914947509766,120.80789947509766,22.48383903503418,136.60855102539062,413.6952819824219
2023-06-12,91.17305755615234,70.9766845703125,120.95159912109375,22.41217803955078,135.53665161132812,417.44830322265625
2023-06-13,91.9087142944336,70.5267333984375,120.77195739746094,22.51070785522461,135.2104034423828,420.2005615234375
2023-06-14,92.31527709960938,70.6954574584961,121.36478424072266,22.698823928833008,136.47805786132812,420.7008972167969
2023-06-15,92.77020263671875,71.98902130126953,122.44261932373047,23.066085815429688,138.37022399902344,425.91656494140625
2023-06-16,93.0799560546875,72.90763854980469,123.66416931152344,23.51397705078125,139.38623046875,424.46588134765625
2023-06-20,91.4053726196289,72.75765228271484,122.50547790527344,23.34377670288086,138.0998992919922,422.2636413574219
2023-06-21,93.26385498046875,72.75765228271484,124.08631896972656,23.46918296813965,139.29298400878906,420.10003662109375
2023-06-22,94.42543029785156,73.11384582519531,123.4935073852539,23.78270721435547,139.7683868408203,421.61651611328125
2023-06-23,94.00921630859375,72.27960205078125,123.02643585205078,23.71999740600586,138.3795623779297,418.4290771484375
2023-06-26,94.29960632324219,71.83904266357422,122.50547790527344,23.424396514892578,138.51934814453125,416.71954345703125
2023-06-27,95.61602783203125,70.98605346679688,124.19412231445312,23.191497802734375,139.8336181640625,421.2880859375
2023-06-28,95.31597137451172,71.15477752685547,123.01747131347656,23.11087417602539,139.8056640625,421.50067138671875
2023-06-29,95.79993438720703,71.76405334472656,123.19709777832031,23.281070709228516,139.237060546875,423.1618957519531
2023-06-30,97.01959991455078,72.2139892578125,124.00547790527344,23.6662540435791,141.4368133544922,428.15557861328125
2023-07-03,96.99055480957031,72.30772399902344,123.48450469970703,23.32586097717285,142.14523315429688,428.6481018066406
2023-07-05,96.7195053100586,72.05464172363281,123.62825775146484,23.02130126953125,141.90286254882812,428.0106506347656
2023-07-06,97.01959991455078,72.09213256835938,123.83482360839844,22.94964027404785,141.6698455810547,424.6590270996094
2023-07-07,95.79993438720703,70.85481262207031,121.5803451538086,22.591331481933594,138.69647216796875,423.58685302734375
2023-07-10,95.14173126220703,71.13602447509766,121.41865539550781,22.618202209472656,138.7523651123047,424.6590270996094
2023-07-11,94.66743469238281,70.6673583984375,121.44561767578125,22.46592140197754,138.0253448486328,427.3634338378906
2023-07-12,95.10301971435547,70.45175170898438,120.95159912109375,22.618202209472656,138.74305725097656,430.80206298828125
2023-07-13,94.88036346435547,71.10791015625,121.05937194824219,22.7525691986084,138.83624267578125,434.22125244140625
2023-07-14,95.65475463867188,71.65156555175781,121.3737564086914,22.340513229370117,139.86160278320312,433.9508056640625
2023-07-17,95.23853302001953,70.8454360961914,120.84380340576172,22.295724868774414,138.87355041503906,435.4576110839844
2023-07-18,95.0352554321289,71.08914947509766,120.26895141601562,22.22406578063965,139.134521484375,438.69329833984375
2023-07-19,95.12236022949219,71.63282775878906,121.57137298583984,22.394262313842773,140.0852813720703,439.6688537597656
2023-07-20,94.12537384033203,72.6327133178711,121.14022064208984,21.955331802368164,141.22116088867188,436.7518615722656
2023-07-21,94.98685455322266,72.81192016601562,123.18812561035156,21.507448196411133,143.4441375732422,436.7518615722656
2023-07-24,94.93844604492188,73.0854721069336,123.20608520507812,21.64181137084961,143.9037628173828,438.7030029296875
2023-07-25,94.83199310302734,73.4250717163086,119.38874053955078,22.501752853393555,144.24143981933594,439.900634765625
2023-07-26,94.7739028930664,73.53826141357422,118.46358489990234,22.116573333740234,144.3915252685547,439.96826171875
2023-07-27,92.87667846679688,72.73646545410156,117.05342864990234,21.713472366333008,142.67503356933594,437.05126953125
2023-07-28,94.03824615478516,71.33097839355469,117.14323425292969,21.856796264648438,146.7082977294922,441.33013916015625
2023-07-31,92.60565185546875,71.93467712402344,115.9576187133789,21.211841583251953,146.6051483154297,442.1705017089844
2023-08-01,93.2832260131836,72.29312133789062,115.8677978515625,21.18497085571289,146.55824279785156,440.9051208496094
2023-08-02,93.68008422851562,73.14208221435547,116.28995513916016,21.40891456604004,146.87716674804688,434.77178955078125
2023-08-03,92.06359100341797,72.23652648925781,115.56239318847656,21.489532470703125,147.26170349121094,433.5257873535156
2023-08-04,91.59896087646484,71.93467712402344,114.76299285888672,21.077478408813477,145.6483917236328,431.5650634765625
2023-08-07,92.61532592773438,72.53837585449219,115.49055480957031,21.08643913269043,147.18666076660156,435.33197021484375
2023-08-08,92.44109344482422,72.00072479248047,114.55642700195312,20.943111419677734,147.3461151123047,433.4389343261719
2023-08-09,92.97348022460938,72.15162658691406,114.79891967773438,20.916240692138672,147.15855407714844,430.541259765625
2023-08-10,92.48948669433594,71.95354461669922,114.77198791503906,20.934152603149414,146.42689514160156,430.6957702636719
2023-08-11,92.9153823852539,72.53837585449219,114.93365478515625,21.24767303466797,147.28045654296875,430.4447021484375
2023-08-14,92.37470245361328,71.42530822753906,114.4576187133789,20.548974990844727,146.12673950195312,432.82073974609375
2023-08-15,91.43309020996094,70.40656280517578,113.6222915649414,20.835620880126953,145.1887969970703,427.77880859375
2023-08-16,90.87007904052734,70.19903564453125,113.48756408691406,20.54001808166504,143.70680236816406,424.6397705078125
2023-08-17,89.47221374511719,69.80284881591797,113.92767333984375,20.405651092529297,142.67503356933594,421.404052734375
2023-08-18,90.36528015136719,70.32166290283203,115.18516540527344,20.486268997192383,143.07833862304688,421.6069030761719
2023-08-21,89.7440185546875,69.61421203613281,113.80193328857422,20.513139724731445,142.3561248779297,424.3500061035156
2023-08-22,89.99641418457031,69.34065246582031,114.92469024658203,21.26559066772461,142.4123992919922,423.2005920410156
2023-08-23,89.78285217285156,69.34065246582031,115.60730743408203,21.158096313476562,143.7443389892578,427.9140625
2023-08-24,90.12259674072266,69.16143035888672,115.45460510253906,21.193927764892578,143.07833862304688,421.9835510253906
2023-08-25,90.56914520263672,69.64250183105469,116.05643463134766,20.75125503540039,144.0162811279297,424.9584655761719
2023-08-28,91.67578887939453,69.46327209472656,116.30790710449219,20.75125503540039,144.24143981933594,427.65325927734375
2023-08-29,92.64651489257812,69.30291748046875,116.32588195800781,20.651884078979492,144.32583618164062,433.8349304199219
2023-08-30,93.19983673095703,69.66136169433594,116.2809829711914,20.841598510742188,144.48532104492188,435.6217346191406
2023-08-31,93.93756866455078,69.30291748046875,115.71510314941406,20.823528289794922,144.76669311523438,434.9842834472656
2023-09-01,93.44251251220703,69.1142578125,114.48455810546875,20.74222183227539,144.9261474609375,435.7956237792969
2023-09-05,92.38441467285156,68.65206146240234,114.08935546875,20.4260311126709,142.98455810546875,433.9121398925781
2023-09-06,91.36514282226562,68.2181396484375,113.70313262939453,20.21824836730957,142.70315551757812,430.9952697753906
2023-09-07,93.69489288330078,69.3878173828125,115.26258087158203,18.962512969970703,144.06320190429688,429.67193603515625
2023-09-08,92.8697738647461,69.04824829101562,115.57991027832031,19.242570877075195,143.4441375732422,430.319091796875
2023-09-11,93.5007553100586,69.75569152832031,116.0967025756836,19.938190460205078,145.15127563476562,433.149169921875
2023-09-12,92.5105972290039,68.40679931640625,113.1772689819336,19.02574920654297,142.59999084472656,430.77301025390625
2023-09-13,92.89888763427734,68.69922637939453,113.32232666015625,19.51358985900879,143.59422302246094,431.27532958984375
2023-09-14,92.80182647705078,69.29349517822266,114.1292495727539,19.640064239501953,145.17002868652344,434.9939270019531
2023-09-15,92.43294525146484,69.01994323730469,113.3404769897461,19.170297622680664,143.95066833496094,429.7530212402344
2023-09-18,92.364990234375,69.66136169433594,113.44022369384766,19.0438175201416,144.49468994140625,430.0050048828125
2023-09-19,92.0640640258789,69.06709289550781,112.76021575927734,19.02574920654297,144.0726318359375,429.11328125
2023-09-20,92.326171875,69.57647705078125,113.2679443359375,18.87217140197754,143.95066833496094,425.1683349609375
2023-09-21,92.23878479003906,69.06709289550781,113.57620239257812,18.827003479003906,142.70315551757812,418.1409912109375
2023-09-22,91.91847229003906,68.34076690673828,112.39756774902344,18.565013885498047,142.17788696289062,417.20074462890625
2023-09-25,91.09333801269531,68.12382507324219,111.95330047607422,18.817968368530273,141.31494140625,418.9551696777344
2023-09-26,90.35558319091797,67.91629028320312,111.99861907958984,18.64632225036621,140.05807495117188,412.8001708984375
2023-09-27,89.27808380126953,67.02017974853516,110.30319213867188,18.266889572143555,138.20089721679688,412.9649353027344
2023-09-28,89.2004165649414,67.26542663574219,110.248779296875,18.167516708374023,137.26290893554688,415.3591003417969
2023-09-29,88.94801330566406,67.07678985595703,109.56880950927734,18.140409469604492,136.81268310546875,414.35107421875
2023-10-02,88.96745300292969,66.74662780761719,107.90056610107422,18.357229232788086,136.18426513671875,414.186279296875
2023-10-03,88.30733489990234,66.47307586669922,109.29681396484375,18.059106826782227,136.46566772460938,408.6419372558594
2023-10-04,89.3557357788086,66.55796813964844,109.7229232788086,17.824220657348633,136.9158477783203,411.61767578125
2023-10-05,87.5890121459961,65.34113311767578,107.42910766601562,17.8513240814209,134.88046264648438,411.4625549316406
2023-10-06,83.47309875488281,65.49205017089844,107.71922302246094,18.131376266479492,135.15248107910156,416.3478088378906
2023-10-09,84.10408782958984,65.37885284423828,107.50162506103516,17.950698852539062,134.4677734375,419.01336669921875
2023-10-10,85.56986999511719,65.54865264892578,108.53521728515625,17.7880859375,135.79966735839844,421.1942138671875
2023-10-11,85.08452606201172,64.96382904052734,108.20882415771484,17.67967414855957,134.13006591796875,422.9195556640625
2023-10-12,83.5701675415039,65.74674987792969,108.57148742675781,17.453824996948242,134.4302520751953,420.3412170410156
2023-10-13,85.13304138183594,66.92585754394531,109.16988372802734,17.498994827270508,135.71527099609375,418.24755859375
2023-10-16,86.33676147460938,68.05778503417969,110.33944702148438,17.652572631835938,137.00967407226562,422.64813232421875
2023-10-17,86.5114974975586,67.99176025390625,110.4029312133789,17.86939239501953,137.1878662109375,422.62872314453125
2023-10-18,87.60842895507812,68.92560577392578,111.907958984375,18.122344970703125,140.7240753173828,416.9971923828125
2023-10-19,86.9774398803711,69.0387954711914,111.39116668701172,17.92359733581543,139.93212890625,413.3332824707031
2023-10-20,87.48222351074219,69.5705337524414,111.59968566894531,17.833253860473633,139.74334716796875,408.2541809082031
2023-10-23,88.38500213623047,68.3266830444336,110.43917846679688,17.779050827026367,139.8376922607422,407.546630859375
2023-10-24,88.89949798583984,69.1622314453125,109.25148010253906,18.050071716308594,141.48956298828125,410.6192932128906
2023-10-25,89.54015350341797,69.70346069335938,107.69202423095703,17.824220657348633,142.1502685546875,404.7259826660156
2023-10-26,89.52074432373047,69.39012145996094,108.9522705078125,16.884681701660156,141.39515686035156,399.8795471191406
2023-10-27,87.4725112915039,68.16525268554688,105.95126342773438,16.45104217529297,138.9032745361328,398.0670166015625
2023-10-30,88.10347747802734,70.14973449707031,108.36294555664062,16.839508056640625,140.88543701171875,402.8262634277344
2023-10-31,88.27822875976562,71.3271255493164,108.47175598144531,16.80337142944336,141.6122283935547,405.3560791015625
2023-11-01,87.62784576416016,71.14671325683594,108.317626953125,17.05632209777832,141.21580505371094,409.6790771484375
2023-11-02,89.26836395263672,71.02327728271484,109.75013732910156,17.372516632080078,142.943115234375,417.5302734375
2023-11-03,84.25941467285156,71.04227447509766,108.2450942993164,17.498994827270508,141.65000915527344,421.3396301269531
2023-11-06,84.33704376220703,71.4125747680664,109.51439666748047,17.480928421020508,142.47116088867188,422.30889892578125
2023-11-07,86.11348724365234,71.43157196044922,109.16988372802734,17.891704559326172,142.14083862304688,423.51080322265625
2023-11-08,86.02613830566406,71.44105529785156,109.39653778076172,17.490055084228516,141.59336853027344,423.8209228515625
2023-11-09,87.02597045898438,71.34610748291016,108.90693664550781,17.544824600219727,141.91429138183594,420.5156555175781
2023-11-10,87.09393310546875,71.62146759033203,109.55973052978516,17.480928421020508,142.91481018066406,427.0777587890625
2023-11-13,88.26850891113281,72.11519622802734,109.90426635742188,17.435283660888672,143.90589904785156,426.670654296875
2023-11-14,89.36192321777344,72.78936004638672,109.83172607421875,17.718265533447266,143.5849609375,434.94842529296875
2023-11-15,89.2353515625,71.6594467163086,110.20346069335938,17.891704559326172,142.92425537109375,435.8691711425781
2023-11-16,90.43294525146484,72.14370727539062,110.3485107421875,17.900835037231445,144.255126953125,436.4023742675781
2023-11-17,89.96558380126953,71.76390075683594,109.88612365722656,17.964733123779297,142.59388732910156,436.9451904296875
2023-11-20,89.04061889648438,71.6594467163086,109.28772735595703,18.028629302978516,141.83876037597656,440.30859375
2023-11-21,90.37452697753906,72.70391845703125,110.20346069335938,18.16555404663086,141.21580505371094,439.34893798828125
2023-11-22,91.62080383300781,73.3780517578125,110.90157318115234,18.29335594177246,142.54669189453125,441.0451965332031
2023-11-24,92.33157348632812,73.40653991699219,111.00130462646484,18.48505210876465,142.88648986816406,441.3166198730469
2023-11-27,92.7405014038086,73.21664428710938,110.97411346435547,18.402894973754883,142.7543487548828,440.5217590332031
2023-11-28,92.59445190429688,73.9382553100586,110.60238647460938,18.402894973754883,143.7454071044922,440.9580078125
2023-11-29,92.16605377197266,73.94776153564453,110.4029312133789,18.32986831665039,142.65052795410156,440.64776611328125
2023-11-30,94.08413696289062,74.79283142089844,112.17996215820312,18.658491134643555,144.90643310546875,442.3828125
2023-12-01,92.85734558105469,74.72635650634766,112.46101379394531,18.886701583862305,144.09469604492188,444.9998779296875
2023-12-04,92.59445190429688,74.99221801757812,112.5788803100586,18.822803497314453,143.5283660888672,442.6639099121094
2023-12-05,91.0268783569336,73.75787353515625,110.11279296875,18.412025451660156,138.52572631835938,442.5766906738281
2023-12-06,91.06580352783203,73.55847930908203,111.01945495605469,17.700008392333984,138.42189025878906,440.793212890625
2023-12-07,91.66947937011719,73.70089721679688,111.2208480834961,18.996246337890625,138.28030395507812,444.1566162109375
2023-12-08,90.49136352539062,73.27361297607422,109.80187225341797,18.813676834106445,137.0060272216797,446.0661315917969
2023-12-11,90.90029907226562,73.71987915039062,110.74479675292969,18.7954158782959,137.6384735107422,447.8011474609375
2023-12-12,91.97130584716797,74.62191772460938,111.47718048095703,18.94147491455078,137.751708984375,449.8463439941406
2023-12-13,92.46788787841797,75.38153076171875,113.17080688476562,19.206199645996094,140.24359130859375,456.0498352050781
2023-12-14,88.95299530029297,72.41905212402344,110.62577819824219,19.224454879760742,136.54354858398438,457.51336669921875
2023-12-15,89.08929443359375,73.09320068359375,109.34413146972656,19.16055679321289,135.8828125,456.7601013183594
2023-12-18,90.48162841796875,74.11866760253906,110.39691162109375,19.178815841674805,137.9687957763672,459.32940673828125
2023-12-19,90.27715301513672,74.18513488769531,110.56170654296875,19.598718643188477,137.9687957763672,462.12255859375
2023-12-20,89.01140594482422,73.44451904296875,108.75822448730469,19.124040603637695,135.8356170654297,455.7187805175781
2023-12-21,89.37167358398438,73.97625732421875,109.33496856689453,19.370508193969727,136.1659698486328,460.03985595703125
2023-12-22,89.478759765625,74.53646850585938,110.04904174804688,19.498306274414062,137.12875366210938,460.9644470214844
2023-12-26,89.84873962402344,75.0491943359375,109.9391860961914,19.434406280517578,137.751708984375,462.9108581542969
2023-12-27,90.53031158447266,75.10616302490234,110.14058685302734,19.67174530029297,137.864990234375,463.74786376953125
2023-12-28,91.51368713378906,75.23909759521484,110.60747528076172,19.598718643188477,137.55349731445312,463.9230041503906
2023-12-29,92.06867218017578,75.68535614013672,111.23915100097656,19.65349006652832,138.3180389404297,462.5799865722656
2024-01-02,92.07841491699219,76.64436340332031,112.01730346679688,19.690004348754883,140.3946075439453,459.9912414550781
2024-01-03,91.47474670410156,75.85627746582031,111.44971466064453,19.416152954101562,139.5450897216797,456.2345886230469
2024-01-04,92.02973175048828,76.28356170654297,112.17293548583984,19.078397750854492,140.30967712402344,454.7650451660156
2024-01-05,91.39685821533203,75.94174194335938,111.91661071777344,19.48917579650879,139.14866638183594,455.3879089355469
2024-01-08,91.88369750976562,76.34052276611328,112.79546356201172,19.74477195739746,140.34744262695312,461.8890075683594
2024-01-09,93.45127868652344,76.73932647705078,113.18911743164062,19.945598602294922,140.92318725585938,461.188232421875
2024-01-10,93.93809509277344,76.48295593261719,112.85038757324219,19.87257194519043,141.52728271484375,463.7965087890625
2024-01-11,94.97016143798828,76.49244689941406,113.35389709472656,20.018625259399414,142.0653076171875,463.5921630859375
2024-01-12,95.0772705078125,76.82478332519531,113.67430877685547,19.635234832763672,142.1502685546875,463.9132995605469
2024-01-16,95.57384490966797,76.3690185546875,112.66729736328125,19.379634857177734,141.38568115234375,462.2101135253906
2024-01-17,96.09960174560547,76.87226104736328,112.89615631103516,19.151426315307617,141.52728271484375,459.640869140625
2024-01-18,95.25252532958984,76.74880981445312,112.63982391357422,19.114912033081055,140.7113800048828,463.7283630371094
2024-01-19,94.37623596191406,76.7774658203125,112.39265441894531,18.904958724975586,140.16995239257812,469.5093078613281
2024-01-22,95.04806518554688,76.81568145751953,111.9990005493164,18.658491134643555,140.44540405273438,470.5019836425781
2024-01-23,96.88827514648438,77.76132202148438,114.38837432861328,19.087526321411133,146.25851440429688,471.8741760253906
2024-01-24,94.54176330566406,76.49091339111328,108.0624771118164,18.649362564086914,144.4917755126953,472.3900146484375
2024-01-25,95.48619842529297,77.579833984375,110.30538177490234,18.94147491455078,147.81626892089844,474.95928955078125
2024-01-26,96.508544921875,79.11766052246094,110.92788696289062,19.02362823486328,148.31019592285156,474.3559265136719
2024-01-29,96.97588348388672,80.197021484375,111.01944732666016,19.206199645996094,148.32919311523438,478.1125183105469
2024-01-30,97.85218048095703,80.45492553710938,111.4131088256836,19.051015853881836,149.59249877929688,477.7427978515625
2024-01-31,97.21929168701172,80.42626190185547,110.74479675292969,18.950603485107422,149.2600555419922,469.94720458984375
2024-02-01,99.09844970703125,82.26021575927734,112.99686431884766,19.06926918029785,151.19773864746094,476.0979919433594
2024-02-02,96.75196075439453,80.82743835449219,111.92576599121094,19.01449966430664,150.16238403320312,481.11004638671875
2024-02-05,97.54061889648438,80.32120513916016,110.75395965576172,18.695005416870117,150.27639770507812,479.3582458496094
2024-02-06,97.5211410522461,79.98687744140625,111.07437896728516,18.804546356201172,150.98878479003906,480.75
2024-02-07,98.09559631347656,80.10150146484375,110.83634185791016,18.73151969909668,151.14076232910156,484.7596130371094
2024-02-08,97.30693054199219,80.48358917236328,110.10396575927734,17.645235061645508,150.684814453125,484.9737243652344
2024-02-09,96.22618103027344,79.71942901611328,109.68285369873047,17.645235061645508,149.52598571777344,487.7765808105469
2024-02-12,95.98277282714844,79.81494140625,109.9208755493164,17.882577896118164,149.23153686523438,487.5624694824219
2024-02-13,95.30120849609375,79.7289810180664,108.52935791015625,17.75345802307129,148.43370056152344,480.84722900390625
2024-02-14,94.71922302246094,79.9582290649414,108.39203643798828,17.605899810791016,147.82577514648438,485.2170104980469
2024-02-15,95.10004425048828,79.82450866699219,108.74906921386719,17.56900405883789,149.13656616210938,488.5648498535156
2024-02-16,95.48088073730469,79.73853302001953,108.29132843017578,17.56900405883789,149.61148071289062,486.1318359375
2024-02-20,95.74453735351562,80.81790161132812,109.0786361694336,17.578229904174805,150.5613555908203,483.4555358886719
2024-02-21,96.29136657714844,81.48651123046875,110.26875305175781,17.799571990966797,152.3565673828125,483.8934631347656
2024-02-22,97.2971420288086,82.14559173583984,110.81806182861328,17.6981258392334,152.50852966308594,493.9078674316406
2024-02-23,98.03927612304688,82.38439178466797,111.35816955566406,17.688901901245117,152.9550018310547,494.24847412109375
2024-02-26,98.05879974365234,82.28886413574219,110.98281860351562,17.467557907104492,152.1855926513672,492.43829345703125
2024-02-27,97.54126739501953,82.53722381591797,110.94621276855469,17.449113845825195,151.31175231933594,493.35308837890625
2024-02-28,97.76586151123047,82.91929626464844,110.98281860351562,17.652009963989258,152.0241241455078,492.7010803222656
2024-02-29,97.76586151123047,82.64228057861328,110.92788696289062,17.522897720336914,150.96978759765625,494.4722900390625
2024-03-01,97.9220962524414,82.6136245727539,112.51165771484375,17.356887817382812,150.88429260253906,499.1144714355469
2024-03-04,98.56658935546875,82.93840026855469,113.05179595947266,17.48600196838379,151.5586700439453,498.5792541503906
2024-03-05,99.51377868652344,82.84288024902344,113.17080688476562,17.53211784362793,151.3307342529297,493.59637451171875
2024-03-06,100.03131103515625,83.272705078125,114.26021575927734,18.057802200317383,151.5682373046875,496.09759521484375
